grade,emp_length,home_ownership,income,state,debt to income,earliest credit,
C,10+ years,MORTGAGE,40000,VA,20.98,2003,
C,5 years,RENT,60000,CA,11.34,2012,
C,10+ years,MORTGAGE,60000,OH,26.09,2006,
C,n/a,RENT,20000,KY,34.67,1990,
C,2 years,RENT,100000,MD,29.19,2000,
C,10+ years,MORTGAGE,80000,CA,11.97,2005,
C,10+ years,MORTGAGE,40000,IN,7.16,2000,
C,10+ years,RENT,30000,NV,18.08,2009,
C,< 1 year,RENT,30000,SD,11.18,1999,
C,4 years,MORTGAGE,80000,AZ,22.22,2006,
C,1 year,MORTGAGE,40000,GA,11.32,2003,
C,n/a,MORTGAGE,30000,SC,25.47,2005,
C,1 year,RENT,15000,WA,29.85,2014,
C,5 years,RENT,30000,NY,4,1999,
C,10+ years,MORTGAGE,125000,NY,9.97,1974,
C,1 year,OWN,30000,AR,20.44,2012,
C,10+ years,MORTGAGE,40000,MN,4,2013,
C,2 years,OWN,30000,CA,9.51,2000,
C,2 years,RENT,40000,CA,13.92,2010,
C,3 years,RENT,60000,WA,29.53,1993,
C,1 year,RENT,40000,OK,6.75,2008,
C,1 year,MORTGAGE,40000,MN,13.46,2009,
C,10+ years,MORTGAGE,100000,IN,22.98,1992,
C,3 years,RENT,125000,PA,8.4,2010,
C,10+ years,MORTGAGE,40000,CA,29.89,2003,
C,10+ years,RENT,60000,AZ,15.62,2002,
C,10+ years,RENT,60000,NY,9.01,2000,
C,10+ years,RENT,60000,TX,32.25,1997,
C,10+ years,OWN,100000,CT,21.73,2003,
C,10+ years,MORTGAGE,125000,KY,12.95,2010,
C,10+ years,MORTGAGE,125000,FL,30.93,1988,
C,1 year,MORTGAGE,80000,CO,19.69,2007,
C,10+ years,RENT,60000,NY,8.58,1997,
C,9 years,RENT,60000,WI,15.98,2000,
C,2 years,RENT,20000,MA,18.12,2006,
C,10+ years,MORTGAGE,80000,WA,18.19,1998,
C,10+ years,MORTGAGE,100000,CA,6.86,1999,
C,4 years,RENT,60000,TX,10.07,1999,
C,10+ years,MORTGAGE,60000,AZ,15.5,2009,
C,2 years,RENT,80000,MA,25.49,1999,
C,3 years,MORTGAGE,40000,GA,22.33,2001,
C,3 years,RENT,60000,FL,4.19,2007,
C,10+ years,MORTGAGE,150000,CA,16.93,2004,
C,3 years,RENT,60000,NJ,15.03,2006,
C,1 year,RENT,60000,LA,25.87,2011,
C,7 years,RENT,40000,IL,15.97,2000,
C,10+ years,RENT,100000,CA,26.81,2004,
C,10+ years,MORTGAGE,60000,LA,34.45,2005,
C,8 years,RENT,80000,CA,14.45,2011,
C,5 years,MORTGAGE,60000,CT,13.97,2006,
C,1 year,MORTGAGE,100000,KS,21.49,1987,
C,5 years,MORTGAGE,60000,MN,34.35,1997,
C,10+ years,MORTGAGE,60000,TX,15.18,1997,
C,1 year,RENT,40000,NJ,26.72,2004,
C,< 1 year,RENT,30000,GA,27.03,1998,
C,8 years,RENT,40000,RI,15.24,2008,
C,10+ years,OWN,30000,TX,34.78,1998,
C,< 1 year,MORTGAGE,150000,OH,4.93,2004,
C,7 years,MORTGAGE,40000,KY,32.29,2006,
C,3 years,RENT,60000,CT,20.16,1981,
C,10+ years,MORTGAGE,125000,NY,16.87,2005,
C,10+ years,MORTGAGE,100000,AZ,28.04,2004,
C,10+ years,MORTGAGE,40000,SC,22.56,1998,
C,< 1 year,MORTGAGE,20000,IN,3.46,2004,
C,3 years,RENT,60000,CT,6.67,2005,
C,4 years,RENT,40000,CA,26.7,2013,
C,3 years,MORTGAGE,60000,IN,17.04,2005,
C,10+ years,MORTGAGE,80000,CA,7.01,2003,
C,4 years,MORTGAGE,40000,MI,24.75,2006,
C,10+ years,RENT,100000,CA,20.2,2008,
C,2 years,RENT,20000,MA,24.13,2010,
C,1 year,OWN,30000,CA,25.71,2007,
C,10+ years,MORTGAGE,60000,IL,11.17,1991,
C,10+ years,RENT,40000,MA,21.56,2005,
C,2 years,MORTGAGE,30000,TX,32.47,2004,
C,10+ years,MORTGAGE,60000,TN,24.34,2005,
C,2 years,MORTGAGE,80000,TX,11.51,2001,
C,3 years,RENT,80000,CA,8.48,2012,
C,2 years,MORTGAGE,60000,GA,23.18,2006,
C,< 1 year,MORTGAGE,80000,WI,8.95,1999,
C,< 1 year,RENT,40000,WA,12.56,2007,
C,5 years,MORTGAGE,80000,CO,24.05,2000,
C,6 years,OWN,60000,VA,8.93,2005,
C,1 year,MORTGAGE,150000,AL,24.92,2001,
C,5 years,RENT,60000,CA,20,2003,
C,2 years,RENT,40000,CA,12.77,2006,
C,< 1 year,MORTGAGE,150000,TX,26.48,1997,
C,7 years,MORTGAGE,80000,OK,32.52,2000,
C,10+ years,OWN,40000,WI,19.71,2006,
C,2 years,RENT,40000,CO,15.88,2014,
C,10+ years,MORTGAGE,125000,CA,29.38,1991,
C,10+ years,MORTGAGE,150000,MD,16.48,2000,
C,2 years,RENT,60000,IL,16.41,2003,
C,4 years,RENT,40000,NJ,2,2006,
C,n/a,RENT,40000,WI,28.54,2002,
C,8 years,MORTGAGE,30000,AZ,17.9,2005,
C,8 years,RENT,20000,GA,26.01,2014,
C,10+ years,MORTGAGE,40000,IN,7.3,2006,
C,10+ years,MORTGAGE,40000,NY,10.6,1998,
C,3 years,MORTGAGE,80000,WA,14.49,2009,
C,10+ years,MORTGAGE,60000,NV,31.61,2003,
C,10+ years,OWN,20000,NM,27.01,1989,
C,10+ years,MORTGAGE,100000,DE,19.95,1994,
C,9 years,MORTGAGE,150000,TX,17.21,2002,
C,2 years,RENT,125000,CA,11.07,2003,
C,9 years,OWN,40000,IL,22.68,1993,
C,10+ years,MORTGAGE,100000,AZ,15.24,2001,
C,7 years,RENT,30000,VA,13.7,2000,
C,10+ years,MORTGAGE,80000,OH,17.58,1996,
C,10+ years,RENT,80000,IL,21.88,1996,
C,10+ years,MORTGAGE,100000,CA,12.15,1985,
C,10+ years,OWN,60000,FL,22.2,2005,
C,1 year,RENT,80000,CO,14.11,2005,
C,5 years,MORTGAGE,80000,NV,23.49,2000,
C,3 years,RENT,40000,SC,18.6,2000,
C,2 years,MORTGAGE,80000,CA,6.88,2000,
C,1 year,RENT,40000,TX,30.58,2007,
C,3 years,MORTGAGE,40000,OH,33.53,2005,
C,10+ years,MORTGAGE,60000,GA,13.33,1997,
C,9 years,RENT,80000,WA,15.24,2002,
C,9 years,MORTGAGE,60000,OK,29.78,2003,
C,10+ years,MORTGAGE,100000,CA,19.62,1987,
C,9 years,MORTGAGE,40000,NY,25.74,1992,
C,3 years,RENT,60000,AR,23.96,2004,
C,3 years,RENT,30000,CA,19.35,2012,
C,6 years,MORTGAGE,60000,FL,23.74,1995,
C,1 year,MORTGAGE,100000,VA,23.41,2004,
C,3 years,RENT,40000,WI,22.33,2008,
C,< 1 year,RENT,15000,NY,87.2,1996,
C,1 year,OWN,40000,WA,12.48,1996,
C,10+ years,MORTGAGE,40000,NC,10.69,2000,
C,10+ years,MORTGAGE,60000,CA,21.07,2003,
C,10+ years,OWN,40000,LA,18.92,2001,
C,3 years,MORTGAGE,80000,KY,18.61,2001,
C,10+ years,MORTGAGE,100000,IN,11.34,2002,
C,7 years,RENT,30000,FL,27.93,2005,
C,4 years,RENT,20000,NJ,22.12,2011,
C,1 year,MORTGAGE,150000,CA,16.42,1986,
C,1 year,RENT,40000,TX,20.62,2008,
C,6 years,RENT,40000,MO,32.37,2003,
C,10+ years,OWN,150000,CA,15.31,2004,
C,10+ years,MORTGAGE,60000,IN,28.36,2001,
C,9 years,MORTGAGE,100000,AR,12.94,2012,
C,3 years,RENT,60000,LA,11.11,2011,
C,7 years,RENT,40000,PA,14.67,2004,
C,5 years,MORTGAGE,80000,MA,25.38,1994,
C,3 years,RENT,60000,CA,7.73,1999,
C,4 years,RENT,60000,PA,26.8,2010,
C,1 year,RENT,125000,MI,20.19,2000,
C,3 years,RENT,80000,CA,12.17,2009,
C,4 years,OWN,80000,OH,34.79,2001,
C,10+ years,OWN,40000,PA,21.49,2007,
C,10+ years,MORTGAGE,80000,IL,10.02,2005,
C,10+ years,RENT,100000,CA,6.37,2006,
C,< 1 year,MORTGAGE,60000,VA,28.32,1999,
C,9 years,OWN,100000,NY,31.29,2000,
C,3 years,RENT,125000,MD,11.5,2005,
C,< 1 year,RENT,20000,OH,25.46,2006,
C,4 years,MORTGAGE,30000,PA,12.88,2009,
C,10+ years,MORTGAGE,40000,OH,18.03,2005,
C,3 years,RENT,60000,WA,8.73,2007,
C,9 years,RENT,125000,MD,19.68,2003,
C,3 years,MORTGAGE,100000,LA,16.08,2002,
C,10+ years,RENT,30000,IL,19.44,2003,
C,7 years,MORTGAGE,150000,TX,25.14,2001,
C,10+ years,MORTGAGE,100000,NC,15.35,1992,
C,6 years,RENT,125000,KS,6.56,1994,
C,10+ years,MORTGAGE,30000,NH,15.45,2002,
C,10+ years,MORTGAGE,80000,FL,18.15,1988,
C,2 years,RENT,20000,OH,19.11,2013,
C,1 year,MORTGAGE,15000,TX,100.53,1999,
C,10+ years,MORTGAGE,80000,CA,7.72,2002,
C,1 year,MORTGAGE,40000,LA,18.1,2003,
C,n/a,MORTGAGE,125000,IL,20.12,1994,
C,3 years,MORTGAGE,60000,GA,17.4,2005,
C,10+ years,RENT,80000,NJ,17.26,1999,
C,5 years,MORTGAGE,40000,IL,20.36,2006,
C,10+ years,MORTGAGE,60000,SC,18.61,1999,
C,4 years,RENT,40000,OR,18.37,2005,
C,3 years,MORTGAGE,60000,NJ,9.41,2005,
C,n/a,OWN,30000,NY,23.83,1985,
C,3 years,OWN,40000,MI,9.87,2005,
C,10+ years,MORTGAGE,100000,CA,14.74,2003,
C,10+ years,MORTGAGE,100000,NY,16.65,1993,
C,3 years,RENT,80000,VA,10.63,2005,
C,n/a,RENT,80000,CA,9.24,1999,
C,2 years,RENT,150000,CA,13.48,1987,
C,< 1 year,RENT,15000,NY,12.79,2006,
C,10+ years,MORTGAGE,60000,IN,23.74,2002,
C,10+ years,MORTGAGE,60000,NJ,28.01,2003,
C,10+ years,MORTGAGE,80000,NJ,21.6,1996,
C,10+ years,RENT,125000,VA,13.36,2004,
C,8 years,MORTGAGE,30000,MN,32.86,2007,
C,3 years,MORTGAGE,40000,PA,23.19,2005,
C,2 years,RENT,60000,FL,21.2,2010,
C,9 years,MORTGAGE,100000,GA,30.72,1998,
C,10+ years,MORTGAGE,60000,KS,17.78,1996,
C,10+ years,MORTGAGE,100000,TX,6.97,2005,
C,< 1 year,RENT,60000,KS,23.95,2008,
C,7 years,OWN,60000,AL,33.08,2003,
C,7 years,OWN,30000,FL,28.69,2004,
C,< 1 year,MORTGAGE,60000,MI,9.84,1999,
C,9 years,RENT,80000,IL,32.47,2002,
C,4 years,MORTGAGE,60000,PA,26.31,2001,
C,10+ years,MORTGAGE,60000,WI,23.81,2002,
C,10+ years,OWN,40000,CA,19.15,2003,
C,10+ years,MORTGAGE,80000,NY,19.75,2003,
C,10+ years,MORTGAGE,100000,NJ,18.05,2004,
C,< 1 year,OWN,10000,FL,6.49,2006,
C,< 1 year,RENT,80000,VA,32.35,1998,
C,7 years,RENT,40000,AL,8.67,1991,
C,3 years,MORTGAGE,20000,CA,19.85,1984,
C,10+ years,MORTGAGE,80000,AZ,0,2006,
C,9 years,RENT,60000,CA,7.22,2005,
C,2 years,MORTGAGE,150000,OH,9.08,1995,
C,n/a,RENT,40000,CA,32.85,2008,
C,6 years,OWN,40000,CA,20.7,1991,
C,3 years,RENT,40000,VA,30.87,2010,
C,10+ years,MORTGAGE,60000,NY,8.01,2003,
C,10+ years,MORTGAGE,80000,MN,16.52,2006,
C,3 years,RENT,125000,NJ,10.62,2006,
C,3 years,OWN,30000,FL,26.62,2013,
C,n/a,MORTGAGE,10000,GA,35.68,2002,
C,10+ years,MORTGAGE,60000,IN,14.67,2005,
C,7 years,MORTGAGE,40000,AZ,24.6,1990,
C,10+ years,RENT,60000,NJ,18.84,1993,
C,< 1 year,RENT,60000,NJ,7.17,2009,
C,10+ years,MORTGAGE,40000,IL,8.47,1996,
C,< 1 year,MORTGAGE,80000,NY,21.93,1992,
C,10+ years,RENT,40000,TX,5.74,1993,
C,1 year,MORTGAGE,40000,UT,14.95,2009,
C,10+ years,MORTGAGE,40000,NC,39.67,2000,
C,10+ years,MORTGAGE,60000,CA,10.82,1993,
C,5 years,OWN,60000,AR,25.3,1987,
C,< 1 year,RENT,60000,VA,20.18,1999,
C,4 years,RENT,80000,MO,7.58,2006,
C,10+ years,MORTGAGE,150000,GA,13.47,2002,
C,4 years,OWN,80000,MI,19.28,1997,
C,6 years,MORTGAGE,100000,IL,9.37,2007,
C,2 years,RENT,60000,NE,14.25,2010,
C,< 1 year,RENT,20000,CA,56.18,2010,
C,2 years,RENT,30000,CA,22.15,2006,
C,5 years,RENT,40000,IN,9,2013,
C,10+ years,RENT,150000,FL,5.66,2002,
C,10+ years,RENT,60000,TX,4.3,2005,
C,< 1 year,MORTGAGE,100000,KY,24.35,2003,
C,10+ years,OWN,60000,SC,34.52,2007,
C,< 1 year,MORTGAGE,60000,NY,3.69,1983,
C,< 1 year,MORTGAGE,60000,NY,17.86,1997,
C,4 years,MORTGAGE,20000,VA,15.69,2000,
C,10+ years,MORTGAGE,40000,MN,19.86,2007,
C,6 years,MORTGAGE,150000,GA,25.32,1996,
C,< 1 year,MORTGAGE,30000,CT,30.74,1999,
C,< 1 year,RENT,30000,CO,18.99,2013,
C,10+ years,MORTGAGE,100000,IL,22.86,1994,
C,4 years,MORTGAGE,40000,MI,25.88,1978,
C,3 years,RENT,40000,TX,24.48,2007,
C,10+ years,RENT,40000,KS,30.87,1996,
C,1 year,RENT,100000,NC,6.14,1997,
C,5 years,RENT,40000,GA,32.39,2003,
C,< 1 year,MORTGAGE,20000,WA,20.76,2000,
C,6 years,RENT,30000,CA,4.2,2011,
C,9 years,MORTGAGE,60000,MD,28.21,2005,
C,6 years,RENT,40000,ID,32.12,1997,
C,10+ years,RENT,40000,CA,24.84,2007,
C,2 years,OWN,15000,IN,31.69,1996,
C,10+ years,RENT,40000,NE,22.13,1989,
C,2 years,RENT,30000,VA,17.71,2008,
C,7 years,MORTGAGE,100000,ME,15.53,2003,
C,10+ years,MORTGAGE,150000,WI,24.52,2000,
C,< 1 year,RENT,80000,CA,2.84,2000,
C,4 years,MORTGAGE,30000,CA,30.51,2006,
C,< 1 year,MORTGAGE,80000,GA,18.28,1998,
C,n/a,MORTGAGE,80000,IN,6.88,2005,
C,9 years,MORTGAGE,80000,NV,25.48,2005,
C,6 years,OWN,60000,TX,19.13,2008,
C,10+ years,MORTGAGE,100000,OH,21.83,2001,
C,9 years,RENT,40000,WA,27.92,2000,
C,1 year,OWN,80000,VA,0.47,2005,
C,< 1 year,MORTGAGE,150000,FL,10.78,2002,
C,< 1 year,RENT,20000,DE,85.18,2005,
C,< 1 year,MORTGAGE,80000,TX,32.02,2003,
C,10+ years,RENT,60000,NV,11.46,2013,
C,10+ years,MORTGAGE,40000,MA,9.03,1993,
C,5 years,RENT,30000,MA,28.98,1998,
C,7 years,OWN,40000,WA,14.3,2002,
C,10+ years,MORTGAGE,60000,TN,31.65,2009,
C,9 years,MORTGAGE,60000,NY,2.18,1996,
C,3 years,RENT,60000,CA,19.62,1995,
C,< 1 year,MORTGAGE,10000,NE,92.64,1996,
C,1 year,MORTGAGE,40000,VA,14.28,2000,
C,6 years,RENT,60000,MA,12.15,1997,
C,10+ years,MORTGAGE,60000,TX,21.02,2005,
C,2 years,RENT,80000,CA,2.52,2011,
C,< 1 year,MORTGAGE,80000,WI,29.16,1993,
C,10+ years,RENT,40000,CA,17.23,1995,
C,10+ years,OWN,40000,TX,31.97,1995,
C,10+ years,RENT,40000,FL,28.62,2011,
C,10+ years,MORTGAGE,30000,CO,34.8,2003,
C,4 years,RENT,30000,MO,13.2,2013,
C,10+ years,MORTGAGE,100000,CA,20.87,1994,
C,6 years,RENT,80000,CT,19.35,2006,
C,4 years,OWN,60000,CT,0.69,2007,
C,7 years,MORTGAGE,80000,AZ,19.73,2003,
C,6 years,MORTGAGE,150000,TN,30.17,1987,
C,10+ years,MORTGAGE,80000,CO,23.5,1989,
C,10+ years,MORTGAGE,60000,NY,20.98,2001,
C,10+ years,RENT,40000,CA,10.17,1993,
C,4 years,MORTGAGE,40000,FL,22.7,2001,
C,10+ years,RENT,60000,CA,6.71,2006,
C,10+ years,RENT,40000,NM,10.61,2007,
C,1 year,RENT,40000,WA,2.94,2005,
C,6 years,MORTGAGE,40000,MS,11.08,2007,
C,10+ years,RENT,80000,CA,18.91,1997,
C,3 years,RENT,40000,SC,14.57,2007,
C,< 1 year,RENT,40000,GA,20.17,2007,
C,< 1 year,MORTGAGE,80000,VA,18.84,1999,
C,3 years,RENT,40000,MI,10.76,2003,
C,5 years,MORTGAGE,60000,TX,14.02,2010,
C,10+ years,MORTGAGE,100000,NJ,9.58,1987,
C,< 1 year,RENT,40000,MA,33.94,2011,
C,10+ years,RENT,60000,TX,10.02,2000,
C,4 years,MORTGAGE,80000,CA,28.49,1999,
C,2 years,RENT,30000,IL,24.07,2010,
C,4 years,OWN,40000,MO,26.62,1997,
C,3 years,RENT,40000,CA,15.43,2009,
C,n/a,RENT,60000,RI,21.69,2008,
C,10+ years,RENT,80000,PA,13.44,2005,
C,2 years,MORTGAGE,100000,VT,12.54,1987,
C,10+ years,MORTGAGE,60000,KY,21.96,2002,
C,10+ years,MORTGAGE,40000,IL,17.98,1998,
C,10+ years,MORTGAGE,60000,AZ,12.9,2001,
C,10+ years,MORTGAGE,100000,TX,25.62,2006,
C,< 1 year,MORTGAGE,40000,CA,27.44,2007,
C,2 years,RENT,20000,NV,22.28,2003,
C,< 1 year,MORTGAGE,40000,TX,40.23,2002,
C,4 years,RENT,40000,TX,16.12,2006,
C,n/a,OWN,30000,FL,27.66,2005,
C,8 years,RENT,40000,CA,27.04,2000,
C,3 years,RENT,60000,IL,10.71,2003,
C,10+ years,MORTGAGE,60000,CA,15.84,1987,
C,< 1 year,MORTGAGE,60000,IN,24.26,2001,
C,< 1 year,MORTGAGE,60000,CO,14.61,2012,
C,< 1 year,MORTGAGE,60000,MD,36.45,1993,
C,4 years,RENT,40000,AR,14.57,1991,
C,< 1 year,RENT,30000,AR,4.53,2009,
C,10+ years,OWN,20000,CA,25.88,1993,
C,10+ years,RENT,125000,WA,31.56,1996,
C,n/a,MORTGAGE,20000,NJ,13.49,1994,
C,10+ years,OWN,100000,TX,5.76,2000,
C,3 years,MORTGAGE,150000,MA,13.45,1994,
C,10+ years,MORTGAGE,60000,IN,28.7,2003,
C,< 1 year,RENT,20000,CT,25.39,2000,
C,< 1 year,RENT,60000,CA,15.67,2007,
C,6 years,MORTGAGE,60000,TX,21.04,2011,
C,10+ years,MORTGAGE,40000,IN,21.54,1990,
C,10+ years,RENT,40000,FL,25.18,2010,
C,< 1 year,OWN,40000,KS,36.59,1997,
C,< 1 year,RENT,40000,AZ,17.54,1999,
C,3 years,MORTGAGE,150000,OH,12.11,1993,
C,10+ years,MORTGAGE,40000,AL,29.8,2003,
C,< 1 year,MORTGAGE,40000,IN,33.26,1997,
C,< 1 year,RENT,60000,NY,18.36,2008,
C,3 years,MORTGAGE,60000,AZ,17.1,2002,
C,5 years,RENT,40000,NY,3.74,1989,
C,< 1 year,RENT,40000,CA,16.54,2013,
C,< 1 year,RENT,100000,NY,6.97,2003,
C,< 1 year,MORTGAGE,80000,TX,22.04,2005,
C,10+ years,RENT,60000,CA,11.82,2003,
C,2 years,MORTGAGE,150000,FL,5.28,2005,
C,10+ years,RENT,30000,AZ,22.35,1989,
C,10+ years,RENT,60000,CA,15.78,2002,
C,10+ years,MORTGAGE,100000,WA,22.77,1994,
C,4 years,MORTGAGE,30000,PA,23.76,2001,
C,n/a,MORTGAGE,10000,IL,149.08,1999,
C,< 1 year,MORTGAGE,60000,CO,14.72,1995,
C,10+ years,MORTGAGE,60000,TX,34.01,1981,
C,5 years,RENT,40000,CA,30.15,2001,
C,1 year,RENT,60000,VA,19.03,1994,
C,8 years,MORTGAGE,40000,GA,22.26,2011,
C,< 1 year,MORTGAGE,60000,CA,24.93,2001,
C,4 years,MORTGAGE,100000,CA,23.51,2002,
C,10+ years,RENT,40000,KY,26.98,2008,
C,< 1 year,RENT,40000,IL,22.15,2002,
C,< 1 year,OWN,30000,FL,7.2,2000,
C,n/a,RENT,10000,MD,18.84,2001,
C,4 years,RENT,20000,TX,28.47,1999,
C,10+ years,MORTGAGE,100000,NY,8.44,1995,
C,6 years,MORTGAGE,150000,MD,11.03,2013,
C,4 years,RENT,150000,TN,19.82,1986,
C,10+ years,RENT,40000,CA,21.73,2006,
C,10+ years,RENT,30000,IL,11.97,2007,
C,< 1 year,RENT,40000,CA,13.63,1994,
C,10+ years,MORTGAGE,60000,OK,45.03,2003,
C,10+ years,RENT,60000,KS,31.11,2002,
C,7 years,RENT,80000,CA,12.68,2002,
C,1 year,RENT,80000,PA,11.2,2006,
C,6 years,MORTGAGE,60000,IL,9.95,2009,
C,4 years,MORTGAGE,60000,FL,27.86,2005,
C,10+ years,MORTGAGE,40000,NM,4.2,1993,
C,4 years,MORTGAGE,150000,WA,8.24,2000,
C,3 years,MORTGAGE,80000,PA,11.15,2006,
C,2 years,RENT,40000,CA,3.16,2003,
C,1 year,RENT,60000,AR,33.35,1994,
C,< 1 year,MORTGAGE,40000,NJ,20.59,1999,
C,n/a,RENT,30000,NY,1.26,2007,
C,2 years,RENT,60000,TX,21.37,2004,
C,n/a,MORTGAGE,40000,NC,15.7,1998,
C,10+ years,MORTGAGE,100000,LA,8.82,2003,
C,3 years,MORTGAGE,100000,UT,22.98,2001,
C,10+ years,MORTGAGE,60000,FL,34.01,2008,
C,7 years,OWN,30000,TX,27.42,2007,
C,n/a,RENT,20000,NV,31.95,1999,
C,5 years,RENT,40000,NJ,13.07,2000,
C,1 year,RENT,100000,TX,12.01,2003,
C,6 years,MORTGAGE,40000,PA,15.68,2004,
C,4 years,MORTGAGE,60000,CA,15.62,2003,
C,4 years,MORTGAGE,30000,MI,13.84,1990,
C,4 years,MORTGAGE,125000,UT,19.24,1965,
C,1 year,RENT,40000,MI,20.32,2004,
C,4 years,OWN,40000,GA,27.71,1976,
C,1 year,RENT,60000,TX,20.03,2000,
C,10+ years,MORTGAGE,60000,MO,18.53,1999,
C,10+ years,RENT,125000,CA,8.86,2009,
C,5 years,OWN,60000,WA,14.38,1998,
C,8 years,RENT,40000,TX,26.29,2011,
C,n/a,MORTGAGE,40000,FL,15.15,2001,
C,10+ years,OWN,60000,NJ,19.11,2003,
C,10+ years,OWN,40000,NC,22.65,1993,
C,6 years,RENT,150000,WI,21.39,1995,
C,< 1 year,MORTGAGE,60000,MO,31.54,1994,
C,n/a,MORTGAGE,60000,SC,18.3,2002,
C,10+ years,RENT,100000,PA,9.3,1999,
C,< 1 year,RENT,80000,GA,10.12,2003,
C,< 1 year,RENT,80000,TX,18.9,2002,
C,< 1 year,MORTGAGE,80000,LA,25.82,1995,
C,3 years,RENT,80000,VA,26.59,1988,
C,5 years,MORTGAGE,40000,OH,26.76,2003,
C,10+ years,RENT,60000,NC,26.39,1999,
C,10+ years,MORTGAGE,100000,MI,4.78,2003,
C,3 years,MORTGAGE,40000,NJ,23.65,2006,
C,10+ years,OWN,40000,ND,19.02,2008,
C,9 years,OWN,40000,TN,26.56,2003,
C,< 1 year,MORTGAGE,30000,WY,53.08,2000,
C,9 years,MORTGAGE,125000,NY,18.79,1984,
C,9 years,OWN,40000,IL,33.99,1996,
C,1 year,OWN,80000,CA,7.31,1991,
C,< 1 year,MORTGAGE,80000,OK,22.25,2002,
C,n/a,RENT,10000,NE,,2007,
C,8 years,MORTGAGE,40000,NY,4.25,2002,
C,4 years,RENT,60000,OH,19,2005,
C,10+ years,MORTGAGE,40000,NY,9.46,2000,
C,n/a,RENT,40000,FL,26.82,1989,
C,< 1 year,RENT,30000,MO,30.51,2010,
C,4 years,MORTGAGE,40000,FL,14.09,2000,
C,8 years,MORTGAGE,40000,OH,26.19,2002,
C,4 years,MORTGAGE,80000,LA,14.17,2007,
C,3 years,MORTGAGE,20000,MI,4.44,2007,
C,2 years,RENT,100000,FL,13.14,1983,
C,5 years,RENT,80000,NY,20.9,2001,
C,5 years,OWN,150000,NY,5.4,2002,
C,3 years,RENT,60000,MI,15.33,2012,
C,3 years,MORTGAGE,60000,FL,22.74,1986,
C,5 years,RENT,60000,IL,8.44,2010,
C,10+ years,MORTGAGE,80000,NY,29.23,1998,
C,n/a,MORTGAGE,60000,MD,20.35,1997,
C,< 1 year,RENT,100000,NY,15.47,2003,
C,10+ years,MORTGAGE,80000,MA,11.12,2002,
C,9 years,MORTGAGE,30000,MO,31.6,2007,
C,2 years,RENT,30000,PA,35.79,2009,
C,5 years,RENT,40000,NY,3.62,2005,
C,10+ years,RENT,40000,NY,13.8,2007,
C,2 years,MORTGAGE,40000,IN,34.69,2002,
C,< 1 year,MORTGAGE,40000,WY,25.68,2002,
C,6 years,MORTGAGE,125000,MI,14.06,2006,
C,< 1 year,MORTGAGE,100000,NC,12.62,1974,
C,3 years,MORTGAGE,100000,TX,25.4,1998,
C,2 years,RENT,125000,CA,8.4,2004,
C,10+ years,MORTGAGE,40000,ME,22.33,2005,
C,9 years,RENT,100000,CA,13.83,2002,
C,1 year,RENT,60000,TN,14.43,2002,
C,< 1 year,MORTGAGE,40000,OK,48.3,2010,
C,< 1 year,RENT,40000,NY,26.07,2003,
C,5 years,RENT,80000,NY,24.27,2003,
C,10+ years,RENT,80000,FL,16.64,2012,
C,6 years,MORTGAGE,100000,IN,11.06,1999,
C,4 years,RENT,40000,IL,14.57,1997,
C,10+ years,RENT,100000,NC,22.71,2001,
C,5 years,OWN,60000,OK,16.75,2006,
C,< 1 year,MORTGAGE,40000,IL,28.29,2003,
C,1 year,MORTGAGE,60000,IN,27.1,2003,
C,8 years,MORTGAGE,60000,MD,1.18,1998,
C,10+ years,MORTGAGE,60000,IL,12.84,2004,
C,9 years,MORTGAGE,125000,NV,29.94,2000,
C,8 years,MORTGAGE,80000,TX,22.08,2000,
C,10+ years,MORTGAGE,40000,VA,19.68,1994,
C,< 1 year,MORTGAGE,30000,PA,21.34,2000,
C,10+ years,OWN,80000,AL,33.93,2000,
C,3 years,MORTGAGE,150000,FL,21.29,2007,
C,10+ years,MORTGAGE,60000,VA,21.37,2004,
C,4 years,MORTGAGE,40000,NM,10.69,2012,
C,4 years,MORTGAGE,60000,FL,25.09,1997,
C,9 years,MORTGAGE,100000,FL,27.59,2002,
C,< 1 year,RENT,40000,NY,14.55,2007,
C,7 years,MORTGAGE,100000,NJ,11.47,2005,
C,< 1 year,RENT,30000,NY,23.25,2014,
C,< 1 year,MORTGAGE,60000,CA,21.34,2004,
C,10+ years,OWN,100000,CT,8.23,2003,
C,6 years,MORTGAGE,40000,GA,10.19,2003,
C,1 year,RENT,30000,WI,4.6,2010,
C,10+ years,MORTGAGE,80000,CA,15.65,1998,
C,10+ years,RENT,40000,IL,7.42,1993,
C,4 years,OWN,60000,OH,11.79,2010,
C,10+ years,OWN,30000,PA,31.62,1993,
C,10+ years,MORTGAGE,40000,KY,8.28,2004,
C,2 years,RENT,20000,IN,15,2003,
C,< 1 year,RENT,30000,RI,12.84,2012,
C,10+ years,MORTGAGE,80000,CA,12.98,1993,
C,10+ years,MORTGAGE,100000,OH,16.24,2001,
C,10+ years,OWN,40000,VA,12.24,1999,
C,6 years,RENT,20000,FL,21.92,1996,
C,2 years,RENT,30000,OH,21.48,2009,
C,9 years,MORTGAGE,60000,MD,17.64,2004,
C,4 years,OWN,40000,LA,18.51,2009,
C,1 year,RENT,80000,AR,13.38,1994,
