grade,emp_length,home_ownership,income,state,debt to income,earliest credit
A,6 years,MORTGAGE,60000,NJ,15,2005
A,2 years,MORTGAGE,60000,NC,19,2001
C,7 years,MORTGAGE,60000,MI,34,1998
C,3 years,RENT,60000,NY,19,2010
A,10+ years,MORTGAGE,100000,CA,21,1980
C,10+ years,RENT,40000,AR,24,2003
C,4 years,MORTGAGE,40000,OH,39,2004
C,2 years,MORTGAGE,40000,KS,24,2005
C,10+ years,MORTGAGE,100000,NV,14,2002
A,10+ years,OWN,80000,RI,15,1992
C,2 years,MORTGAGE,60000,CO,21,2006
A,2 years,OWN,60000,FL,12,1985
C,10+ years,MORTGAGE,100000,PA,10,2003
C,2 years,RENT,40000,NJ,4,2013
C,10+ years,MORTGAGE,150000,MI,18,1990
A,1 year,MORTGAGE,100000,IN,18,1999
A,1 year,OWN,40000,LA,29,2011
A,< 1 year,MORTGAGE,60000,VA,26,2004
C,10+ years,MORTGAGE,80000,NH,29,1987
C,10+ years,RENT,40000,CA,7,2000
C,10+ years,MORTGAGE,60000,ND,17,1996
C,9 years,MORTGAGE,30000,MO,33,2001
A,10+ years,MORTGAGE,40000,KS,27,1996
C,10+ years,MORTGAGE,80000,CO,31,1997
C,2 years,OWN,30000,DE,27,2008
C,10+ years,MORTGAGE,30000,GA,21,1997
C,2 years,MORTGAGE,40000,MD,11,2013
C,5 years,OWN,30000,TX,13,2008
C,10+ years,RENT,40000,FL,12,2007
A,2 years,RENT,40000,CA,12,2002
C,10+ years,MORTGAGE,100000,MO,15,1982
A,10+ years,RENT,60000,CA,8,2000
A,1 year,OWN,30000,NC,23,2002
C,2 years,RENT,60000,IL,6,2011
C,8 years,MORTGAGE,150000,TX,6,2002
A,10+ years,RENT,100000,CA,20,1995
A,10+ years,MORTGAGE,150000,MD,14,1985
C,n/a,MORTGAGE,40000,WI,29,1982
C,10+ years,MORTGAGE,80000,SC,22,1993
C,10+ years,MORTGAGE,80000,IL,20,2004
A,2 years,MORTGAGE,40000,TX,30,2003
A,10+ years,MORTGAGE,40000,FL,18,1980
A,10+ years,RENT,40000,KY,25,1995
C,10+ years,RENT,30000,OH,23,2012
C,1 year,RENT,125000,MI,22,2011
A,5 years,OWN,100000,CA,14,1997
A,< 1 year,MORTGAGE,60000,OH,13,2001
A,10+ years,MORTGAGE,80000,NM,21,1992
C,10+ years,RENT,60000,VA,12,2002
C,2 years,MORTGAGE,40000,WA,9,2004
C,4 years,RENT,80000,CA,23,1999
C,7 years,MORTGAGE,150000,NE,7,2007
A,4 years,OWN,125000,TX,17,2002
C,< 1 year,MORTGAGE,20000,WA,8,1999
A,9 years,MORTGAGE,150000,CT,4,2006
A,n/a,MORTGAGE,80000,NY,15,2000
C,10+ years,RENT,80000,CA,19,1995
C,3 years,RENT,30000,NJ,22,1991
A,2 years,RENT,80000,PA,10,2003
A,4 years,MORTGAGE,100000,CA,20,2001
A,< 1 year,MORTGAGE,15000,NJ,79,1998
C,1 year,OWN,100000,AR,20,2001
C,n/a,OWN,40000,SC,16,1998
C,3 years,MORTGAGE,100000,NV,17,2012
C,3 years,MORTGAGE,80000,KY,9,2003
C,7 years,MORTGAGE,100000,NJ,11,1999
C,5 years,MORTGAGE,30000,AL,23,2007
A,10+ years,RENT,60000,CO,14,2004
C,< 1 year,RENT,60000,NJ,30,2001
C,10+ years,OWN,100000,IL,13,1993
A,< 1 year,MORTGAGE,40000,GA,19,1993
C,10+ years,MORTGAGE,100000,MN,29,2001
C,5 years,MORTGAGE,40000,TX,29,2002
A,10+ years,OWN,100000,NJ,17,1994
C,2 years,RENT,100000,CT,8,1998
C,< 1 year,RENT,20000,CA,15,2008
C,1 year,MORTGAGE,40000,CA,29,2005
C,2 years,RENT,60000,NV,23,2001
C,n/a,MORTGAGE,40000,WA,24,2005
C,10+ years,RENT,30000,VA,15,1990
C,10+ years,MORTGAGE,40000,NY,31,2001
C,10+ years,RENT,60000,NY,8,1997
A,10+ years,MORTGAGE,60000,VA,6,1998
C,n/a,RENT,40000,FL,7,2009
C,6 years,MORTGAGE,30000,SC,33,1988
C,6 years,MORTGAGE,80000,MD,20,1995
C,< 1 year,RENT,20000,OR,7,2010
C,10+ years,MORTGAGE,80000,CO,28,1991
A,7 years,MORTGAGE,60000,FL,17,2004
C,< 1 year,RENT,20000,MT,34,1997
A,7 years,OWN,40000,CA,15,2008
C,3 years,RENT,60000,DC,13,2003
C,10+ years,MORTGAGE,100000,AZ,4,2003
A,10+ years,MORTGAGE,60000,UT,20,2000
C,1 year,MORTGAGE,60000,TX,10,2002
A,4 years,RENT,125000,WI,12,1995
A,1 year,RENT,60000,FL,16,2003
C,10+ years,OWN,40000,NY,25,1994
A,10+ years,MORTGAGE,60000,VA,26,2001
C,1 year,RENT,100000,FL,9,1993
C,10+ years,MORTGAGE,80000,PA,19,2001
C,10+ years,RENT,40000,NV,27,1991
A,4 years,MORTGAGE,40000,TX,29,2009
C,4 years,RENT,30000,NY,12,2009
C,5 years,MORTGAGE,40000,TX,12,2007
C,9 years,MORTGAGE,40000,WA,17,2013
A,10+ years,MORTGAGE,60000,IN,26,1978
C,4 years,RENT,40000,MN,13,2009
C,< 1 year,OWN,40000,FL,20,2004
A,10+ years,MORTGAGE,125000,ME,16,1992
C,n/a,RENT,40000,NY,17,2012
A,9 years,MORTGAGE,125000,NY,14,1983
C,10+ years,RENT,60000,CA,19,2007
C,1 year,RENT,40000,CA,11,1999
C,n/a,OWN,40000,CA,17,1984
C,10+ years,MORTGAGE,80000,NC,26,1984
C,< 1 year,RENT,40000,NY,12,2009
C,5 years,MORTGAGE,80000,CA,17,1994
C,< 1 year,RENT,20000,AZ,20,2006
C,10+ years,OWN,40000,LA,19,2001
C,10+ years,RENT,40000,NY,7,1999
C,6 years,RENT,20000,TX,18,1997
C,7 years,RENT,40000,CA,11,2005
A,n/a,MORTGAGE,40000,IN,5,1991
A,7 years,RENT,60000,CO,11,2006
C,10+ years,RENT,150000,OR,8,2002
C,10+ years,RENT,60000,CT,13,2003
C,10+ years,MORTGAGE,40000,ME,28,2003
A,2 years,RENT,125000,CA,14,2013
A,3 years,OWN,60000,MA,13,1988
C,< 1 year,RENT,30000,NE,7,2013
A,< 1 year,MORTGAGE,60000,NY,42,1998
A,7 years,MORTGAGE,100000,GA,13,2002
C,10+ years,MORTGAGE,80000,IN,12,1996
C,3 years,MORTGAGE,60000,HI,14,2001
C,n/a,MORTGAGE,20000,CA,17,1990
C,5 years,MORTGAGE,60000,TX,14,2004
C,1 year,RENT,60000,MD,12,2005
C,4 years,RENT,40000,TX,12,2011
C,< 1 year,RENT,60000,MN,28,2000
C,6 years,MORTGAGE,30000,VA,10,2001
C,10+ years,MORTGAGE,150000,CA,16,2002
C,10+ years,MORTGAGE,150000,NY,20,1987
A,2 years,MORTGAGE,100000,TX,16,1993
C,n/a,RENT,40000,FL,26,2002
C,10+ years,RENT,60000,WA,27,1987
A,10+ years,RENT,40000,CA,12,2004
A,9 years,OWN,125000,IL,25,1985
C,n/a,MORTGAGE,60000,MI,24,1995
C,1 year,MORTGAGE,80000,NJ,16,2005
A,3 years,RENT,20000,AZ,20,1996
A,3 years,MORTGAGE,80000,KY,7,1998
C,< 1 year,RENT,40000,WA,20,1991
A,10+ years,MORTGAGE,100000,FL,18,1996
A,1 year,RENT,40000,NY,7,2011
C,10+ years,MORTGAGE,60000,MD,27,1988
C,10+ years,MORTGAGE,125000,KS,32,2002
C,10+ years,RENT,40000,OH,25,2005
C,< 1 year,RENT,40000,FL,9,2004
C,10+ years,MORTGAGE,60000,IL,18,2006
A,3 years,MORTGAGE,80000,CO,13,2012
C,10+ years,OWN,100000,LA,28,2004
A,7 years,OWN,100000,TX,6,1995
C,10+ years,MORTGAGE,80000,OK,22,2001
C,10+ years,MORTGAGE,80000,KY,26,2001
C,9 years,MORTGAGE,60000,TX,15,2006
A,3 years,OWN,40000,LA,4,1997
C,2 years,MORTGAGE,20000,MI,27,1998
C,< 1 year,RENT,40000,NJ,11,2011
C,10+ years,MORTGAGE,80000,SC,27,1994
C,2 years,MORTGAGE,30000,UT,31,2012
C,4 years,MORTGAGE,60000,IN,13,1996
C,3 years,RENT,30000,IN,27,2006
C,2 years,MORTGAGE,40000,TX,33,1977
C,2 years,MORTGAGE,60000,IN,30,2003
C,3 years,MORTGAGE,150000,WA,26,2003
C,< 1 year,RENT,40000,NV,23,2006
C,10+ years,MORTGAGE,125000,VA,5,2001
C,2 years,OWN,15000,FL,34,2011
C,9 years,MORTGAGE,80000,NY,14,1999
C,4 years,OWN,80000,IL,17,2002
C,1 year,MORTGAGE,80000,RI,17,2003
C,< 1 year,OWN,20000,TX,12,2007
A,2 years,OWN,125000,NY,13,1990
C,6 years,OWN,20000,TX,5,2008
C,2 years,RENT,60000,NY,21,2007
A,10+ years,RENT,80000,MD,24,2000
A,1 year,RENT,60000,NY,19,2004
C,10+ years,OWN,60000,MO,19,2003
A,10+ years,OWN,30000,MN,17,1993
C,2 years,RENT,40000,TX,21,2005
C,10+ years,RENT,40000,TX,21,2000
A,10+ years,OWN,125000,IL,19,1965
A,10+ years,MORTGAGE,100000,NJ,22,2007
A,5 years,MORTGAGE,100000,WI,13,2004
A,10+ years,MORTGAGE,80000,NY,13,1988
C,< 1 year,RENT,40000,OH,14,2004
A,10+ years,MORTGAGE,40000,MN,32,2008
A,n/a,MORTGAGE,30000,MO,9,2006
C,n/a,MORTGAGE,100000,CA,13,1971
C,10+ years,OWN,40000,NY,32,1999
C,4 years,RENT,40000,PA,25,2007
C,10+ years,RENT,60000,NC,26,1999
C,2 years,MORTGAGE,10000,NE,349,2008
C,6 years,MORTGAGE,30000,VA,29,2002
A,10+ years,MORTGAGE,150000,CO,12,1987
C,10+ years,MORTGAGE,30000,NY,15,2007
C,< 1 year,OWN,40000,OK,34,1999
C,4 years,RENT,100000,OR,21,1996
A,10+ years,MORTGAGE,80000,CA,13,2002
C,10+ years,MORTGAGE,100000,TX,18,2000
C,4 years,MORTGAGE,40000,NY,12,1985
A,2 years,RENT,60000,TX,9,2008
A,10+ years,MORTGAGE,80000,KY,19,1992
A,6 years,MORTGAGE,150000,NY,15,2001
C,7 years,RENT,30000,TN,30,2001
C,10+ years,OWN,40000,ME,3,1997
C,< 1 year,MORTGAGE,60000,FL,11,2003
C,5 years,RENT,40000,FL,17,2006
C,10+ years,MORTGAGE,60000,AZ,21,2005
C,10+ years,RENT,150000,NY,10,2005
A,< 1 year,MORTGAGE,20000,GA,11,2002
C,10+ years,MORTGAGE,40000,NC,11,2010
A,< 1 year,RENT,30000,UT,27,2007
A,10+ years,MORTGAGE,80000,VA,17,2002
A,7 years,OWN,125000,TX,25,1986
A,5 years,RENT,80000,NY,11,1999
C,10+ years,MORTGAGE,40000,NV,13,2005
C,2 years,RENT,40000,IN,20,2006
C,3 years,RENT,20000,NY,32,2012
A,10+ years,MORTGAGE,125000,TX,23,1982
A,2 years,MORTGAGE,100000,IN,26,2004
A,3 years,RENT,125000,CA,15,1996
C,10+ years,RENT,40000,OK,31,1998
C,10+ years,OWN,100000,AZ,25,1991
A,5 years,MORTGAGE,80000,CT,19,1990
A,5 years,MORTGAGE,20000,MO,12,2000
A,10+ years,MORTGAGE,100000,NV,20,1990
C,10+ years,RENT,60000,IL,28,1995
A,8 years,RENT,80000,NJ,18,1989
A,6 years,MORTGAGE,125000,TX,16,1999
A,8 years,MORTGAGE,40000,NH,19,2006
A,3 years,MORTGAGE,80000,FL,24,1977
C,10+ years,MORTGAGE,80000,PA,15,2000
C,2 years,MORTGAGE,60000,NY,31,2000
C,2 years,RENT,30000,CA,23,2001
A,8 years,MORTGAGE,80000,GA,24,2006
A,10+ years,MORTGAGE,100000,CA,15,1999
A,7 years,MORTGAGE,80000,VA,5,2004
C,10+ years,MORTGAGE,60000,AZ,17,1990
C,3 years,OWN,40000,ID,31,2005
C,8 years,MORTGAGE,40000,WI,29,1999
C,10+ years,MORTGAGE,150000,TX,11,1990
C,10+ years,MORTGAGE,60000,TX,19,2004
C,2 years,RENT,150000,TX,15,1997
A,9 years,MORTGAGE,100000,KY,24,2007
A,9 years,RENT,80000,FL,14,2004
C,10+ years,MORTGAGE,40000,GA,31,2001
C,10+ years,MORTGAGE,40000,MS,46,1995
C,10+ years,MORTGAGE,150000,TX,15,2006
A,5 years,OWN,100000,MS,4,2000
A,2 years,RENT,60000,NM,11,1995
A,3 years,MORTGAGE,150000,WA,21,2001
C,8 years,MORTGAGE,60000,OK,32,1999
C,3 years,RENT,40000,NY,19,2003
A,4 years,RENT,60000,CA,20,1999
A,2 years,RENT,40000,MA,13,1987
C,8 years,MORTGAGE,100000,PA,30,1998
A,n/a,OWN,80000,CA,16,1979
A,10+ years,OWN,60000,SC,17,2000
A,10+ years,MORTGAGE,100000,OK,10,1999
C,1 year,MORTGAGE,80000,AL,23,2004
C,< 1 year,MORTGAGE,100000,IL,36,1993
A,6 years,RENT,60000,TX,21,1997
C,3 years,RENT,40000,TX,1,2011
C,10+ years,RENT,100000,GA,8,1994
C,10+ years,MORTGAGE,100000,AR,17,2007
C,6 years,MORTGAGE,15000,NY,51,2002
C,8 years,MORTGAGE,60000,GA,11,2006
C,n/a,RENT,60000,CA,11,2003
C,2 years,MORTGAGE,150000,GA,14,2012
A,2 years,MORTGAGE,80000,FL,6,2004
C,n/a,RENT,10000,NY,134,2003
C,4 years,MORTGAGE,60000,CA,14,1978
C,< 1 year,MORTGAGE,80000,FL,8,2011
C,n/a,OWN,15000,FL,19,1990
C,10+ years,RENT,40000,NH,13,2001
C,1 year,RENT,60000,MD,18,1988
A,10+ years,MORTGAGE,80000,VA,13,1997
C,2 years,RENT,100000,NJ,13,2000
C,10+ years,MORTGAGE,40000,NC,11,2003
C,6 years,MORTGAGE,80000,VA,24,2000
C,10+ years,MORTGAGE,40000,DE,17,1999
C,10+ years,MORTGAGE,30000,CA,30,2006
C,3 years,MORTGAGE,150000,IL,16,1989
C,5 years,RENT,40000,IL,6,2005
C,10+ years,MORTGAGE,60000,NC,30,1977
C,3 years,RENT,30000,IL,29,2005
C,1 year,RENT,20000,MN,13,2004
A,1 year,MORTGAGE,40000,NC,22,1999
C,10+ years,MORTGAGE,60000,WA,16,2000
A,5 years,MORTGAGE,60000,FL,6,2004
C,< 1 year,RENT,40000,MI,13,2005
A,< 1 year,MORTGAGE,125000,FL,10,2000
A,10+ years,MORTGAGE,60000,PA,16,1992
A,n/a,MORTGAGE,30000,CA,20,2006
C,1 year,RENT,125000,TX,35,1991
C,9 years,MORTGAGE,60000,MA,10,2000
C,10+ years,MORTGAGE,40000,VA,20,2001
A,10+ years,RENT,80000,TX,7,2003
C,9 years,MORTGAGE,40000,MS,18,1989
C,< 1 year,MORTGAGE,40000,FL,23,2012
C,6 years,MORTGAGE,40000,MS,23,2005
C,10+ years,MORTGAGE,60000,CO,18,2002
A,1 year,RENT,40000,MN,13,2010
C,6 years,MORTGAGE,80000,FL,6,2000
C,6 years,MORTGAGE,60000,CA,17,2008
C,5 years,RENT,40000,PA,30,2007
C,1 year,RENT,60000,AL,22,2001
C,3 years,RENT,20000,TX,29,2013
C,5 years,OWN,125000,FL,12,2005
A,n/a,RENT,30000,CA,21,1992
C,3 years,RENT,100000,WA,5,2002
C,n/a,MORTGAGE,40000,AZ,19,2006
A,4 years,MORTGAGE,150000,TX,4,1994
C,3 years,MORTGAGE,80000,MT,24,2003
A,9 years,RENT,100000,CA,12,1994
A,< 1 year,RENT,60000,IN,17,2010
C,10+ years,MORTGAGE,30000,MO,25,1994
C,5 years,OWN,100000,TN,25,2006
C,1 year,MORTGAGE,20000,PA,30,2007
A,< 1 year,MORTGAGE,20000,FL,6,1996
C,3 years,OWN,60000,NY,7,2000
C,1 year,MORTGAGE,40000,NY,15,1998
C,5 years,RENT,30000,WI,11,2008
C,10+ years,MORTGAGE,40000,AR,10,1993
A,2 years,OWN,30000,CA,13,2012
A,3 years,MORTGAGE,150000,KS,13,2004
C,3 years,RENT,20000,CA,8,2003
A,1 year,RENT,60000,MN,17,2001
C,n/a,RENT,30000,OH,28,2002
A,4 years,RENT,60000,MA,7,1997
C,5 years,MORTGAGE,60000,OH,21,1996
C,n/a,MORTGAGE,40000,IN,25,2002
A,1 year,OWN,60000,KY,11,1996
A,4 years,RENT,40000,FL,28,2004
C,9 years,MORTGAGE,80000,WA,19,2005
C,n/a,RENT,20000,KY,35,1990
C,10+ years,MORTGAGE,40000,NC,18,1984
C,5 years,RENT,30000,WI,12,2007
C,2 years,RENT,40000,CA,21,2003
C,3 years,MORTGAGE,150000,UT,15,2005
C,7 years,MORTGAGE,40000,IL,4,1997
A,4 years,MORTGAGE,80000,TX,16,2000
C,1 year,RENT,150000,CA,10,2003
A,10+ years,OWN,100000,OR,30,1990
A,10+ years,MORTGAGE,150000,TX,17,1994
A,< 1 year,MORTGAGE,100000,GA,13,2003
A,n/a,MORTGAGE,80000,CA,4,1997
C,3 years,RENT,80000,FL,25,2003
A,8 years,MORTGAGE,100000,FL,14,1980
C,3 years,MORTGAGE,40000,NC,24,2005
C,3 years,MORTGAGE,150000,TX,13,2005
C,5 years,OWN,40000,TX,33,2008
C,10+ years,MORTGAGE,100000,PA,15,1997
C,10+ years,MORTGAGE,100000,TX,28,2002
A,3 years,MORTGAGE,80000,KY,20,2006
C,10+ years,MORTGAGE,40000,TX,17,1991
C,3 years,RENT,100000,FL,0,1993
C,10+ years,OWN,60000,IN,26,2006
C,4 years,MORTGAGE,60000,CA,15,1981
A,10+ years,MORTGAGE,150000,TX,19,1983
C,10+ years,RENT,80000,IL,15,1995
C,1 year,MORTGAGE,125000,MI,20,2000
C,10+ years,RENT,60000,CA,8,2008
A,2 years,MORTGAGE,80000,IN,4,1994
C,n/a,MORTGAGE,40000,CT,16,1989
C,3 years,RENT,60000,CA,3,2003
C,9 years,RENT,40000,TX,23,2004
C,10+ years,MORTGAGE,150000,TX,5,1999
C,8 years,MORTGAGE,80000,TX,22,2000
C,10+ years,MORTGAGE,30000,IN,31,2002
C,2 years,MORTGAGE,80000,PA,18,1999
C,10+ years,RENT,125000,KS,18,1998
A,4 years,MORTGAGE,60000,MO,18,2006
C,10+ years,RENT,40000,WI,9,1994
A,< 1 year,MORTGAGE,80000,CA,5,1995
A,3 years,MORTGAGE,125000,NM,23,2000
C,10+ years,MORTGAGE,60000,FL,13,2001
A,10+ years,RENT,150000,OH,5,1999
C,2 years,MORTGAGE,20000,FL,28,1998
C,8 years,RENT,30000,KY,19,2011
A,< 1 year,RENT,40000,VA,21,2006
C,7 years,OWN,100000,TX,19,2008
C,5 years,MORTGAGE,60000,IN,24,2008
C,n/a,OWN,40000,TN,31,2005
A,4 years,MORTGAGE,100000,NH,5,2004
C,10+ years,MORTGAGE,80000,FL,34,2005
C,8 years,RENT,40000,OR,9,1995
C,7 years,RENT,40000,NY,8,2003
C,3 years,OWN,100000,MD,12,2000
C,2 years,RENT,80000,WA,24,2008
A,< 1 year,RENT,60000,CT,20,2002
A,7 years,MORTGAGE,60000,TX,7,2004
C,10+ years,MORTGAGE,150000,KY,11,1999
C,10+ years,MORTGAGE,150000,DE,27,1988
A,9 years,MORTGAGE,40000,AL,23,1992
C,4 years,RENT,125000,CA,17,2002
A,4 years,MORTGAGE,150000,MA,5,1998
C,4 years,MORTGAGE,100000,OH,32,2004
C,4 years,RENT,40000,OR,19,2009
A,3 years,MORTGAGE,100000,NV,17,2004
C,3 years,MORTGAGE,60000,ID,20,1993
C,< 1 year,RENT,60000,NY,15,2000
C,2 years,MORTGAGE,40000,FL,18,2005
C,5 years,RENT,40000,NY,5,2007
C,10+ years,OWN,40000,IL,28,1984
C,3 years,MORTGAGE,40000,PA,27,2005
C,n/a,RENT,10000,NY,20,1998
C,10+ years,MORTGAGE,80000,TX,5,1997
A,10+ years,RENT,60000,CA,15,1998
C,10+ years,MORTGAGE,125000,TX,15,1983
A,10+ years,MORTGAGE,60000,AZ,21,2001
C,2 years,MORTGAGE,60000,MN,7,1996
C,3 years,RENT,40000,NC,33,1997
A,10+ years,RENT,125000,MA,9,2001
C,< 1 year,MORTGAGE,60000,MI,23,2006
C,5 years,RENT,40000,WA,18,2000
C,< 1 year,RENT,60000,OH,32,2001
A,10+ years,RENT,60000,VA,13,2006
C,7 years,RENT,40000,NY,8,2007
C,1 year,RENT,40000,CA,23,2012
A,10+ years,MORTGAGE,60000,NJ,5,2003
C,2 years,MORTGAGE,100000,PA,22,1994
C,10+ years,MORTGAGE,30000,IN,48,2007
C,5 years,RENT,60000,TX,23,1986
A,1 year,RENT,40000,MN,11,2004
C,3 years,RENT,80000,DE,21,2002
C,10+ years,MORTGAGE,125000,NY,28,2002
A,10+ years,OWN,125000,IL,18,1999
C,5 years,RENT,40000,PA,20,2012
A,5 years,RENT,30000,WA,19,2008
A,10+ years,MORTGAGE,100000,MN,27,1993
C,9 years,RENT,40000,CA,16,1993
C,10+ years,MORTGAGE,60000,MO,20,2004
A,< 1 year,RENT,20000,IN,8,2012
C,10+ years,MORTGAGE,150000,CA,12,1996
C,6 years,MORTGAGE,30000,IL,20,2004
A,7 years,RENT,40000,AL,18,1997
A,10+ years,RENT,30000,IN,26,2003
C,10+ years,RENT,125000,CA,26,1984
C,10+ years,MORTGAGE,150000,NM,18,1969
C,9 years,MORTGAGE,40000,PA,32,2006
C,4 years,RENT,80000,DE,10,2002
C,8 years,MORTGAGE,20000,WI,49,2004
C,n/a,RENT,20000,NV,11,1994
A,4 years,RENT,60000,GA,12,2000
C,10+ years,MORTGAGE,30000,OH,13,1986
C,10+ years,RENT,60000,CA,31,1994
A,5 years,RENT,40000,CA,12,1985
A,10+ years,MORTGAGE,30000,OH,14,2006
C,7 years,OWN,60000,CA,5,2005
A,n/a,RENT,20000,CA,14,2001
C,10+ years,RENT,40000,CA,23,1997
A,10+ years,MORTGAGE,100000,IL,31,1992
A,10+ years,MORTGAGE,100000,CA,20,1999
C,10+ years,MORTGAGE,60000,IL,20,2002
A,10+ years,RENT,125000,NJ,16,1985
C,4 years,RENT,40000,CA,23,2013
C,2 years,OWN,30000,WA,24,2007
C,3 years,RENT,15000,NM,26,2012
C,10+ years,RENT,60000,NY,25,2005
A,1 year,RENT,40000,MI,24,2006
A,2 years,RENT,125000,FL,9,2004
C,n/a,OWN,20000,CA,14,1984
A,10+ years,MORTGAGE,40000,GA,20,2003
C,< 1 year,RENT,30000,FL,16,1968
C,10+ years,MORTGAGE,40000,VA,21,1994
A,< 1 year,MORTGAGE,40000,TN,17,2002
A,n/a,RENT,20000,AL,16,1988
C,n/a,RENT,40000,NY,17,1999
A,8 years,RENT,40000,NY,20,2009
C,1 year,RENT,30000,VA,11,2013
C,10+ years,MORTGAGE,60000,IN,12,2005
C,n/a,MORTGAGE,40000,TN,12,1991
C,5 years,RENT,60000,CA,15,2010
C,4 years,OWN,40000,RI,25,2005
C,10+ years,OWN,60000,WI,21,1999
A,1 year,RENT,40000,MA,12,2001
A,10+ years,MORTGAGE,80000,CA,21,1991
A,< 1 year,RENT,60000,NV,12,2002
C,5 years,RENT,40000,SC,17,2008
C,10+ years,RENT,125000,MO,29,1983
C,< 1 year,MORTGAGE,60000,MI,15,2003
A,6 years,RENT,30000,CA,9,2009
C,10+ years,MORTGAGE,125000,CO,10,2001
C,3 years,MORTGAGE,40000,TX,29,2008
C,10+ years,MORTGAGE,60000,FL,13,2004
C,3 years,RENT,60000,NJ,14,2006
C,< 1 year,MORTGAGE,30000,TX,34,2005
A,9 years,MORTGAGE,60000,NY,6,1998
C,10+ years,MORTGAGE,150000,VA,19,1995
C,4 years,RENT,20000,CA,79,2003
A,2 years,RENT,40000,CA,12,2012
C,10+ years,RENT,30000,MA,18,2006
C,4 years,RENT,60000,FL,12,2002
C,5 years,MORTGAGE,40000,AR,4,2003
A,< 1 year,MORTGAGE,40000,NJ,20,2011
C,2 years,MORTGAGE,60000,GA,17,2002
C,4 years,RENT,150000,WA,7,1993
A,3 years,RENT,60000,GA,23,2002
C,10+ years,RENT,60000,CA,13,2003
C,10+ years,MORTGAGE,40000,TX,22,2001
A,3 years,MORTGAGE,60000,GA,18,2000
C,10+ years,MORTGAGE,80000,FL,26,1994
C,3 years,RENT,150000,IL,14,2005
A,5 years,MORTGAGE,80000,FL,13,2004
A,4 years,MORTGAGE,40000,TX,12,1994
A,10+ years,MORTGAGE,60000,KS,23,2004
A,10+ years,MORTGAGE,100000,MI,23,1999
A,n/a,MORTGAGE,80000,AZ,17,2002
C,9 years,RENT,80000,MA,23,1996
C,10+ years,MORTGAGE,100000,TX,22,1994
C,n/a,MORTGAGE,80000,CA,20,1997
C,3 years,MORTGAGE,60000,NJ,25,2008
A,1 year,MORTGAGE,80000,AZ,13,1989
C,4 years,RENT,20000,WA,24,2009
C,8 years,MORTGAGE,60000,CT,25,2005
A,< 1 year,RENT,60000,UT,19,1995
C,10+ years,RENT,100000,NY,7,1998
C,10+ years,MORTGAGE,60000,MI,26,2001
C,1 year,RENT,40000,NY,27,1999
C,n/a,MORTGAGE,40000,MO,26,2009
C,n/a,OWN,20000,NJ,26,2006
C,< 1 year,MORTGAGE,125000,VA,16,2005
C,10+ years,RENT,80000,CA,20,2004
A,n/a,RENT,40000,CA,7,2007
C,1 year,MORTGAGE,125000,IL,13,2004
C,10+ years,MORTGAGE,80000,MI,11,1984
C,10+ years,MORTGAGE,40000,NJ,25,2000
C,9 years,MORTGAGE,40000,GA,8,2003
A,n/a,OWN,80000,NY,14,1976
C,1 year,RENT,125000,FL,17,2002
C,10+ years,RENT,125000,AZ,18,1995
A,4 years,MORTGAGE,100000,CA,13,2003
A,9 years,OWN,30000,SC,16,2001
C,10+ years,MORTGAGE,80000,NC,28,1989
A,10+ years,MORTGAGE,150000,TX,29,1977
C,6 years,RENT,80000,TX,5,2012
C,10+ years,MORTGAGE,100000,CA,23,1992
C,10+ years,RENT,30000,TX,30,2008
A,10+ years,MORTGAGE,80000,IL,25,1993
A,10+ years,MORTGAGE,60000,GA,13,1995
C,1 year,RENT,125000,GA,19,2006
A,3 years,MORTGAGE,125000,GA,30,1996
C,9 years,OWN,40000,NJ,20,2002
C,10+ years,MORTGAGE,40000,NY,8,1998
C,n/a,MORTGAGE,10000,OH,0,2001
C,10+ years,RENT,60000,TX,25,2004
A,5 years,MORTGAGE,60000,TN,21,1993
C,< 1 year,RENT,60000,MI,13,2013
A,9 years,MORTGAGE,40000,NC,11,2003
C,10+ years,MORTGAGE,80000,CA,28,2002
C,10+ years,RENT,60000,KY,10,2004
C,10+ years,RENT,60000,PA,7,1994
A,5 years,MORTGAGE,80000,MA,15,2005
C,9 years,MORTGAGE,40000,WI,34,2006
C,7 years,MORTGAGE,60000,CA,30,1990
C,5 years,RENT,60000,NY,14,2002
C,n/a,MORTGAGE,80000,CA,18,2004
C,1 year,MORTGAGE,100000,CO,21,2005
C,2 years,RENT,40000,GA,25,2000
C,10+ years,RENT,40000,FL,4,2007
C,9 years,RENT,60000,CO,21,1997
C,n/a,RENT,10000,NY,0,2005
A,10+ years,MORTGAGE,60000,FL,14,1987
C,10+ years,MORTGAGE,60000,MI,14,2004
A,6 years,MORTGAGE,60000,DE,21,2005
C,9 years,MORTGAGE,80000,VA,14,2002
A,10+ years,OWN,40000,FL,2,2002
A,< 1 year,MORTGAGE,20000,DE,59,2000
C,4 years,MORTGAGE,60000,MS,26,1995
A,10+ years,RENT,30000,CA,26,1987
C,8 years,RENT,40000,HI,24,2010
C,2 years,MORTGAGE,40000,VA,12,2007
C,n/a,MORTGAGE,100000,FL,13,1983
C,10+ years,MORTGAGE,60000,TX,20,2002
C,5 years,RENT,30000,CO,34,2005
A,10+ years,MORTGAGE,100000,CA,25,1990
A,n/a,MORTGAGE,30000,NY,3,1988
